original_species,location_name,provenance_latitude,provenance_longitude,growth_site_lat,growth_site_lon,growing_conditions,reference,original_duration,original_recovery,original_term,HT_type,static_dynamic,duration_category,recovery_category,method,HT_standardized,full_ht_method,comments,Family,HT,Agriculture_sp,Notes_on_ag_status,updated_species,wcvp_authors
Ficus maxima,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Moraceae,50.9,N,NA,Ficus maxima,Mill.
Ficus maxima,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Moraceae,48,N,NA,Ficus maxima,Mill.
Furcraea cabuya*,Gamboa,9.124,-79.6965,9.124,-79.6965,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Asparagaceae,49.8,N,NA,Furcraea cabuya,Trel.
Furcraea cabuya*,Gamboa,9.124,-79.6965,9.124,-79.6965,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Asparagaceae,53.3,N,NA,Furcraea cabuya,Trel.
Garcinia intermedia,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Clusiaceae,49.7,N,NA,Garcinia intermedia,(Pittier) Hammel
Garcinia intermedia,Parque Nacional Altos de Campana,8.6875,-79.9875,8.6875,-79.9875,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Clusiaceae,44.9,N,NA,Garcinia intermedia,(Pittier) Hammel
Garcinia madruno,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Clusiaceae,50.9,N,NA,Garcinia madruno,(Kunth) Hammel
Garcinia madruno,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Clusiaceae,48,N,NA,Garcinia madruno,(Kunth) Hammel
Gliricidia sepium,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Fabaceae,46.8,N,NA,Gliricidia sepium,(Jacq.) Kunth
Gliricidia sepium,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Fabaceae,50,N,NA,Gliricidia sepium,(Jacq.) Kunth
Gnetum leyboldii,Cerro los Cannones,8.9236,-80.0358,8.9236,-80.0358,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Gnetaceae,49.2,N,NA,Gnetum leyboldii,Tul.
Gnetum leyboldii,Cerro los Cannones,8.9236,-80.0358,8.9236,-80.0358,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Gnetaceae,43.4,N,NA,Gnetum leyboldii,Tul.
Gouania lupuloides,Albrook,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Rhamnaceae,50.6,N,NA,Gouania lupuloides,(L.) Urb.
Gouania lupuloides,Albrook,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Rhamnaceae,47.3,N,NA,Gouania lupuloides,(L.) Urb.
Guatteria lucens,Santa Rita Arriba,9.3395,-79.6792,9.3395,-79.6792,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Annonaceae,44.2,N,NA,Guatteria lucens,Standl.
Guatteria lucens,Santa Rita Arriba,9.3395,-79.6792,9.3395,-79.6792,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Annonaceae,48.1,N,NA,Guatteria lucens,Standl.
Gustavia superba,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Lecythidaceae,50.4,N,NA,Gustavia superba,(Kunth) O.Berg
Gustavia superba,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Lecythidaceae,48.9,N,NA,Gustavia superba,(Kunth) O.Berg
Handroanthus guayacan,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Bignoniaceae,50.1,N,NA,Handroanthus guayacan,(Seem.) S.O.Grose
Handroanthus guayacan,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Bignoniaceae,48.9,N,NA,Handroanthus guayacan,(Seem.) S.O.Grose
Hedyosmum bonplandianum,Parque Nacional Altos de Campana,8.6875,-79.9875,8.6875,-79.9875,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Chloranthaceae,42,N,NA,Hedyosmum bonplandianum,Kunth
Hedyosmum bonplandianum,Parque Nacional Altos de Campana,8.6875,-79.9875,8.6875,-79.9875,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Chloranthaceae,45.8,N,NA,Hedyosmum bonplandianum,Kunth
Heliconia latispatha,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Heliconiaceae,51,N,NA,Heliconia latispatha,Benth.
Heliconia latispatha,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Heliconiaceae,47.4,N,NA,Heliconia latispatha,Benth.
Humiriastrum diguense,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Humiriaceae,47,N,NA,Humiriastrum diguense,(Cuatrec.) Cuatrec.
Humiriastrum diguense,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Humiriaceae,51.1,N,NA,Humiriastrum diguense,(Cuatrec.) Cuatrec.
Hura crepitans,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Euphorbiaceae,48.3,N,NA,Hura crepitans,L.
Hura crepitans,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Euphorbiaceae,46.4,N,NA,Hura crepitans,L.
Hymenaea longifolia,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Fabaceae,44.9,N,NA,Hymenaea longifolia,"(Benth.) I.M.Souza, Funch & L.P.Queiroz"
Hymenaea longifolia,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Fabaceae,49,N,NA,Hymenaea longifolia,"(Benth.) I.M.Souza, Funch & L.P.Queiroz"
Inga nobilis,Barro Colorado Island,9.1165,-79.6965,9.1165,-79.6965,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Fabaceae,49.4,N,NA,Inga nobilis,Willd.
Inga nobilis,Barro Colorado Island,9.1165,-79.6965,9.1165,-79.6965,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Fabaceae,46.7,N,NA,Inga nobilis,Willd.
Inga spectabilis,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Fabaceae,49.9,N,NA,Inga spectabilis,(Vahl) Willd.
Inga spectabilis,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Fabaceae,47.3,N,NA,Inga spectabilis,(Vahl) Willd.
Inga vera,Barro Colorado Island,9.1165,-79.6965,9.1165,-79.6965,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Fabaceae,49.4,N,NA,Inga vera,Willd.
Inga vera,Barro Colorado Island,9.1165,-79.6965,9.1165,-79.6965,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Fabaceae,50.9,N,NA,Inga vera,Willd.
Dioscorea zanzibarica,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Dioscoreaceae,46.6,N,NA,Ipomoea zanzibarica,Verdc.
Dioscorea zanzibarica,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Dioscoreaceae,48.9,N,NA,Ipomoea zanzibarica,Verdc.
Isertia haenkeana,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Rubiaceae,45.9,N,NA,Isertia haenkeana,DC.
Isertia haenkeana,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Rubiaceae,50.4,N,NA,Isertia haenkeana,DC.
Jacaranda copaia,Parque Nacional San Lorenzo,9.364,-79.9593,9.364,-79.9593,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Bignoniaceae,49.5,N,NA,Jacaranda copaia,(Aubl.) D.Don
Jacaranda copaia,Parque Nacional San Lorenzo,9.364,-79.9593,9.364,-79.9593,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Bignoniaceae,45.6,N,NA,Jacaranda copaia,(Aubl.) D.Don
Jatropha curcas,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Euphorbiaceae,49.4,N,NA,Jatropha curcas,L.
Jatropha curcas,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Euphorbiaceae,48.6,N,NA,Jatropha curcas,L.
Lagerstroemia speciosa,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Lythraceae,44.3,N,NA,Lagerstroemia speciosa,(L.) Pers.
Lagerstroemia speciosa,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Lythraceae,48.4,N,NA,Lagerstroemia speciosa,(L.) Pers.
Laguncularia racemosa,Punta Galeta,9.4008,-79.8697,9.4008,-79.8697,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Combretaceae,48.6,N,NA,Laguncularia racemosa,(L.) C.F.Gaertn.
Laguncularia racemosa,Punta Galeta,9.4008,-79.8697,9.4008,-79.8697,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Combretaceae,51.6,N,NA,Laguncularia racemosa,(L.) C.F.Gaertn.
Luehea seemannii,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Malvaceae,50.1,N,NA,Luehea seemannii,Triana & Planch.
Luehea seemannii,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Malvaceae,45.2,N,NA,Luehea seemannii,Triana & Planch.
Luehea speciosa,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,Tcrit,Tcrit,static,(5-25],(720-1440],FvFm,Tcrit,(5-25]  (720-1440]  Tcrit  FvFm,NA,Malvaceae,46.2,N,NA,Luehea speciosa,Willd.
Luehea speciosa,Ancon,8.9637,-79.5458,8.9637,-79.5458,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Malvaceae,47.7,N,NA,Luehea speciosa,Willd.
Magnolia champaca,Santa Rita Arriba,9.3395,-79.6792,9.3395,-79.6792,in situ,"Slot, M, Cala, D, Aranda, J, Virgo, A, Michaletz, ST, Winter, K. 2021. Leaf heat tolerance of 147 tropical forest species varies with elevation and leaf functional traits, but not with phylogeny. Plant Cell Environ. 44: 2414-2427",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Magnoliaceae,49.6,N,NA,Magnolia champaca,(L.) Baill. ex Pierre
